,country,sex,height,weight,age,years_cl,grades_max,grades_mean,year_last,max_fra
3951,DNK,0,182,68,29.0,5,57,46.5,2011,7c+
3952,RUS,0,173,58,28.0,10,62,44.827586206896555,2017,8a+/8b
3953,ZAF,0,177,73,33.0,9,49,42.5,2010,7a+
3954,MEX,0,182,78,29.0,8,59,53.45945945945946,2011,8a
3955,ESP,0,171,68,31.0,7,62,50.38053097345133,2012,8a+/8b
3956,POL,0,180,68,35.0,8,57,41.47461368653422,2017,7c+
3957,BEL,0,180,68,19.0,3,55,46.75,2009,7c
3958,USA,0,175,73,24.0,3,44,36.25,2009,6c/+
3959,POL,0,180,73,47.0,19,57,49.62258543833581,2017,7c+
3960,DEU,0,183,73,19.0,3,59,47.7,2010,8a
3961,BEL,0,178,58,24.0,3,62,57.666666666666664,2010,8a+/8b
3962,ESP,0,175,68,39.0,17,66,54.481818181818184,2017,8b+/8c
3963,DEU,0,178,78,32.0,21,66,56.04651162790697,2012,8b+/8c
3964,DEU,0,183,78,35.0,18,59,47.006711409395976,2017,8a
3965,ESP,0,178,68,24.0,6,49,45.125,2011,7a+
3966,ESP,0,176,63,37.0,8,62,50.8,2012,8a+/8b
3967,ITA,0,185,73,30.0,7,64,54.96103896103896,2011,8b/+
3968,ITA,0,174,68,32.0,9,53,41.87762237762238,2016,7b+
3969,ESP,0,170,63,31.0,9,40,33.75,2009,6b/+
3970,other,0,180,73,30.0,15,62,50.377049180327866,2010,8a+/8b
3971,other,0,185,93,34.0,3,38,35.5,2010,6a+/6b
3972,ESP,0,172,63,35.0,9,59,42.04854368932039,2017,8a
3973,POL,0,178,68,29.0,6,49,38.9811320754717,2012,7a+
3974,DNK,0,185,68,22.0,10,70,54.02512562814071,2017,8c+/9a
3975,USA,0,178,83,33.0,13,46,40.583333333333336,2009,6c+/7a
3976,NLD,0,182,83,46.0,25,55,49.5,2016,7c
3977,FRA,0,187,78,26.0,16,66,54.295081967213115,2016,8b+/8c
3978,ESP,0,186,83,30.0,4,40,38.166666666666664,2010,6b/+
3979,SVN,0,181,68,20.0,12,64,44.0,2012,8b/+
3980,ESP,0,170,68,34.0,12,70,58.20289855072464,2017,8c+/9a
3981,POL,0,180,68,28.0,12,66,55.29718875502008,2017,8b+/8c
3982,FRA,0,179,58,29.0,23,57,40.31428571428572,2016,7c+
3983,RUS,0,187,73,25.0,7,53,48.8,2010,7b+
3984,ESP,0,180,78,32.0,4,51,36.29333333333334,2013,7b
3985,FRA,0,175,48,16.0,5,64,61.0,2009,8b/+
3986,BRA,0,176,73,25.0,9,51,46.72727272727273,2011,7b
3987,SVN,0,176,68,32.0,12,66,53.46153846153846,2013,8b+/8c
3988,ESP,0,180,73,24.0,3,49,37.83582089552239,2010,7a+
3989,USA,0,175,68,27.0,18,59,50.33846153846154,2010,8a
3990,other,0,180,63,26.0,6,61,48.71052631578947,2013,8a+
3991,DEU,0,180,73,39.0,8,59,56.0,2008,8a
3992,CHE,0,189,83,20.0,9,55,50.666666666666664,2009,7c
3993,SWE,0,192,93,34.0,8,42,34.76190476190476,2010,6b+/6c
3994,SWE,0,183,78,20.0,4,57,42.71875,2012,7c+
3995,other,0,165,63,35.0,4,46,39.214285714285715,2010,6c+/7a
3996,FRA,0,168,58,30.0,22,62,50.005405405405405,2017,8a+/8b
3997,RUS,0,171,58,31.0,4,62,50.285714285714285,2010,8a+/8b
3998,POL,0,170,63,39.0,20,49,39.1578947368421,2016,7a+
3999,POL,0,186,78,32.0,14,55,48.44444444444444,2013,7c
4000,DEU,0,175,63,34.0,8,55,44.779661016949156,2014,7c
4001,SWE,0,174,68,26.0,6,55,41.225,2014,7c
4002,POL,0,187,78,25.0,4,51,40.69565217391305,2011,7b
4003,RUS,0,172,68,34.0,12,59,50.333333333333336,2013,8a
4004,CAN,0,181,78,20.0,6,57,55.0,2009,7c+
4005,DNK,0,183,73,22.0,7,62,51.854838709677416,2011,8a+/8b
4006,other,0,172,63,29.0,17,64,57.0,2013,8b/+
4007,USA,0,176,68,26.0,3,51,40.53846153846154,2010,7b
4008,CHE,0,176,73,27.0,9,64,54.5,2012,8b/+
4009,RUS,0,180,73,37.0,15,62,44.64390243902439,2017,8a+/8b
4010,USA,0,175,73,31.0,8,49,39.166666666666664,2014,7a+
4011,other,0,172,73,24.0,7,41,37.666666666666664,2010,6b+
4012,ESP,0,172,68,36.0,13,62,51.784615384615385,2015,8a+/8b
4013,USA,0,180,73,29.0,10,72,58.770833333333336,2017,9a/+
4014,DEU,0,178,68,21.0,7,67,59.5,2015,8c
4015,CAN,0,177,68,37.0,7,63,52.71270718232044,2015,8b
4016,ZAF,0,185,83,27.0,4,42,33.193548387096776,2013,6b+/6c
4017,ZAF,0,188,78,40.0,18,53,39.28181818181818,2014,7b+
4018,DEU,0,190,93,27.0,6,38,37.142857142857146,2013,6a+/6b
4019,ITA,0,170,58,21.0,3,48,44.666666666666664,2011,7a/+
4020,other,0,170,58,28.0,13,51,40.421052631578945,2013,7b
4021,AUT,0,170,78,28.0,3,57,43.095238095238095,2010,7c+
4022,FRA,0,178,63,42.0,22,62,54.84375,2012,8a+/8b
4023,DNK,0,189,78,47.0,26,53,46.206896551724135,2016,7b+
4024,other,0,176,68,17.0,9,56,47.98461538461538,2015,7c/+
4025,PRT,0,172,73,40.0,9,53,35.87586206896552,2015,7b+
4026,ITA,0,175,58,32.0,8,54,41.921933085501855,2017,7b+/7c
4027,ZAF,0,184,78,43.0,3,64,36.5,2012,8b/+
4028,DEU,0,176,73,31.0,6,57,47.0,2009,7c+
4029,USA,0,188,88,24.0,4,49,39.9375,2010,7a+
4030,POL,0,167,68,28.0,8,42,36.15555555555556,2014,6b+/6c
4031,NOR,0,170,63,28.0,8,54,45.142857142857146,2012,7b+/7c
4032,NOR,0,179,68,32.0,7,55,41.878787878787875,2013,7c
4033,MEX,0,186,78,27.0,5,55,46.69230769230769,2013,7c
4034,ESP,0,180,78,30.0,7,38,33.333333333333336,2015,6a+/6b
4035,USA,0,185,78,24.0,5,59,42.26086956521739,2014,8a
4036,NOR,0,185,88,39.0,20,51,45.642857142857146,2013,7b
4037,FRA,0,178,63,40.0,22,49,47.0,2010,7a+
4038,other,0,173,68,26.0,4,44,38.58695652173913,2012,6c/+
4039,MEX,0,178,63,26.0,17,68,57.69512195121951,2017,8c/+
4040,ESP,0,171,68,42.0,14,44,39.166666666666664,2009,6c/+
4041,POL,0,180,68,27.0,14,64,52.37313432835821,2015,8b/+
4042,PRT,0,178,78,26.0,6,38,31.636363636363637,2010,6a+/6b
4043,FRA,0,180,58,20.0,14,72,56.470588235294116,2017,9a/+
4044,RUS,0,180,78,34.0,4,42,35.8125,2010,6b+/6c
4045,USA,0,170,53,19.0,3,42,33.03846153846154,2012,6b+/6c
4046,DEU,0,174,53,20.0,5,66,62.2,2011,8b+/8c
4047,other,0,176,63,32.0,14,66,52.955357142857146,2017,8b+/8c
4048,other,0,178,73,40.0,19,59,44.63333333333333,2011,8a
4049,other,0,186,73,32.0,12,62,52.64900662251656,2017,8a+/8b
4050,AUT,0,178,68,37.0,9,59,50.391752577319586,2017,8a
4051,ITA,0,180,68,44.0,16,51,46.57142857142857,2017,7b
4052,other,0,169,58,25.0,3,51,41.07692307692308,2010,7b
4053,SVN,0,188,78,18.0,4,38,33.6,2010,6a+/6b
4054,SVN,0,185,78,25.0,3,51,46.0625,2011,7b
4055,DNK,0,182,73,30.0,8,68,46.459375,2017,8c/+
4056,BRA,0,173,63,38.0,15,62,48.80952380952381,2017,8a+/8b
4057,CAN,0,185,88,26.0,5,51,42.24,2014,7b
4058,POL,0,175,73,42.0,20,54,44.63076923076923,2017,7b+/7c
4059,CAN,0,172,63,29.0,8,51,45.4,2016,7b
4060,SWE,0,170,58,41.0,6,40,34.4,2012,6b/+
4061,FIN,0,175,58,18.0,5,57,50.8,2012,7c+
4062,BRA,0,166,58,25.0,10,49,42.333333333333336,2017,7a+
4063,CAN,0,179,73,34.0,6,59,54.0,2009,8a
4064,ESP,0,173,63,32.0,16,42,38.5,2009,6b+/6c
4065,NOR,0,185,83,40.0,6,51,38.69230769230769,2015,7b
4066,ESP,0,183,73,36.0,16,49,40.78651685393258,2009,7a+
4067,CAN,0,170,78,33.0,9,62,61.05263157894737,2012,8a+/8b
4068,other,0,171,68,35.0,12,55,45.705882352941174,2011,7c
4069,other,0,173,63,22.0,6,44,38.2,2009,6c/+
4070,ESP,0,163,58,24.0,7,57,40.22605363984675,2016,7c+
4071,other,0,168,63,27.0,8,62,47.973684210526315,2016,8a+/8b
4072,GBR,0,171,63,23.0,19,62,52.666666666666664,2017,8a+/8b
4073,CZE,0,170,58,19.0,10,65,57.72727272727273,2011,8b+
4074,SVN,0,178,73,37.0,10,69,53.6859344894027,2017,8c+
4075,USA,0,172,73,30.0,9,59,40.90196078431372,2016,8a
4076,DEU,0,170,63,35.0,10,59,50.206896551724135,2013,8a
4077,FRA,0,175,68,36.0,9,61,50.88268156424581,2017,8a+
4078,ESP,0,172,58,17.0,4,57,51.25,2009,7c+
4079,other,0,178,73,29.0,3,44,35.470588235294116,2009,6c/+
4080,ESP,0,173,73,38.0,16,55,43.17621145374449,2014,7c
4081,ESP,0,169,63,27.0,8,62,42.39819004524887,2016,8a+/8b
4082,ESP,0,169,68,32.0,9,51,39.482142857142854,2016,7b
4083,DEU,0,170,63,30.0,10,53,49.333333333333336,2007,7b+
4084,ESP,0,190,73,33.0,8,58,42.4468085106383,2017,7c+/8a
4085,other,0,173,63,21.0,9,75,56.372549019607845,2016,9b
4086,ESP,0,175,58,20.0,9,70,57.97674418604651,2016,8c+/9a
4087,other,0,190,73,23.0,6,62,41.65217391304348,2014,8a+/8b
4088,USA,0,175,68,33.0,14,64,47.326530612244895,2012,8b/+
4089,GBR,0,180,63,35.0,8,53,42.90625,2015,7b+
4090,ITA,0,168,63,30.0,11,66,49.96638655462185,2017,8b+/8c
4091,POL,0,180,78,33.0,10,55,47.57232704402516,2016,7c
4092,USA,0,178,63,27.0,16,64,53.3,2014,8b/+
4093,USA,0,181,73,25.0,3,46,39.0,2010,6c+/7a
4094,ITA,0,184,78,30.0,6,53,49.416666666666664,2012,7b+
4095,USA,0,184,73,25.0,4,63,57.888888888888886,2008,8b
4096,SWE,0,182,78,42.0,6,44,33.94230769230769,2015,6c/+
4097,CAN,0,182,68,31.0,8,51,39.93181818181818,2017,7b
4098,ESP,0,180,78,41.0,11,55,44.97925311203319,2017,7c
4099,USA,0,182,63,25.0,14,66,47.45029239766082,2015,8b+/8c
4100,USA,0,178,63,30.0,11,59,53.38095238095238,2017,8a
4101,FRA,0,186,73,29.0,9,62,52.675324675324674,2017,8a+/8b
4102,DEU,0,182,68,34.0,10,64,52.770161290322584,2017,8b/+
4103,other,0,173,53,26.0,14,77,71.72727272727273,2015,9b+
4104,other,0,188,73,27.0,7,59,44.506024096385545,2015,8a
4105,ITA,0,164,58,24.0,18,72,58.21827411167513,2017,9a/+
4106,ESP,0,176,68,25.0,3,51,47.0,2011,7b
4107,RUS,0,182,73,27.0,9,55,42.22857142857143,2009,7c
4108,SWE,0,180,73,40.0,9,55,46.69230769230769,2017,7c
4109,AUT,0,180,78,27.0,22,57,43.63934426229508,2017,7c+
4110,ZAF,0,170,63,22.0,5,49,39.9375,2013,7a+
4111,ESP,0,165,68,30.0,8,59,45.68441064638783,2017,8a
4112,ESP,0,178,68,37.0,10,62,50.96026490066225,2016,8a+/8b
4113,BEL,0,186,78,27.0,11,61,42.56,2015,8a+
4114,POL,0,182,78,24.0,9,59,49.039106145251395,2017,8a
4115,other,0,179,68,39.0,16,66,53.90060240963855,2017,8b+/8c
4116,USA,0,177,78,47.0,25,57,44.42832167832168,2017,7c+
4117,USA,0,184,73,21.0,5,53,51.0,2011,7b+
4118,MEX,0,182,63,25.0,4,62,54.76923076923077,2011,8a+/8b
4119,USA,0,171,83,30.0,11,64,56.1,2016,8b/+
4120,SWE,0,182,73,34.0,5,55,44.5,2014,7c
4121,POL,0,175,73,46.0,26,66,50.55084745762712,2017,8b+/8c
4122,NLD,0,181,63,37.0,23,62,40.741433021806856,2017,8a+/8b
4123,FRA,0,174,63,35.0,13,57,48.35042735042735,2017,7c+
4124,ESP,0,182,78,38.0,8,46,37.37623762376238,2016,6c+/7a
4125,ITA,0,180,58,30.0,3,40,37.0,2012,6b/+
4126,other,0,180,78,26.0,12,59,41.78861788617886,2016,8a
4127,ZAF,0,174,73,25.0,5,53,40.27619047619048,2013,7b+
4128,ZAF,0,185,83,40.0,25,42,34.0,2013,6b+/6c
4129,USA,0,184,73,24.0,12,64,54.85,2010,8b/+
4130,ITA,0,175,68,34.0,10,59,44.6,2017,8a
4131,DEU,0,172,73,39.0,9,44,36.03125,2016,6c/+
4132,GBR,0,185,68,40.0,22,59,51.157205240174676,2017,8a
4133,HRV,0,176,63,22.0,6,55,49.1578947368421,2016,7c
4134,ESP,0,180,68,35.0,4,42,34.48571428571429,2011,6b+/6c
4135,other,0,170,58,29.0,9,62,45.08510638297872,2017,8a+/8b
4136,ITA,0,185,68,33.0,13,61,50.39150943396226,2013,8a+
4137,RUS,0,170,58,31.0,5,64,53.5,2011,8b/+
4138,FRA,0,168,63,27.0,8,57,39.861271676300575,2017,7c+
4139,AUT,0,172,63,23.0,9,66,53.76923076923077,2017,8b+/8c
4140,ITA,0,192,73,24.0,7,57,50.92857142857143,2012,7c+
4141,DEU,0,170,78,43.0,19,62,48.53364817001181,2017,8a+/8b
4142,CHE,0,170,63,25.0,3,49,49.0,2012,7a+
4143,other,0,174,68,33.0,8,62,54.18604651162791,2015,8a+/8b
4144,FRA,0,190,68,24.0,13,59,52.1578947368421,2013,8a
4145,POL,0,177,68,30.0,7,50,40.11764705882353,2013,7a+/7b
4146,PRT,0,176,58,40.0,8,51,37.112,2017,7b
4147,USA,0,175,68,28.0,7,55,42.333333333333336,2013,7c
4148,other,0,172,63,34.0,13,58,46.05042016806723,2016,7c+/8a
4149,ITA,0,169,53,18.0,11,70,63.357142857142854,2011,8c+/9a
4150,other,0,180,78,31.0,4,44,38.90909090909091,2010,6c/+
4151,SVN,0,174,68,42.0,10,57,44.27536231884058,2017,7c+
4152,USA,0,176,68,25.0,3,53,44.166666666666664,2011,7b+
4153,FRA,0,180,63,28.0,9,62,50.89473684210526,2014,8a+/8b
4154,POL,0,181,73,25.0,11,72,62.095238095238095,2017,9a/+
4155,other,0,176,63,32.0,11,55,46.294117647058826,2012,7c
4156,BRA,0,180,68,41.0,11,53,44.728813559322035,2017,7b+
4157,DEU,0,178,73,36.0,10,59,40.70288248337029,2017,8a
4158,other,0,180,68,37.0,11,53,45.80769230769231,2016,7b+
4159,USA,0,180,73,31.0,13,62,50.275109170305676,2017,8a+/8b
4160,AUS,0,192,63,20.0,3,52,42.4,2012,7b/+
4161,DEU,0,179,68,42.0,9,55,48.82857142857143,2016,7c
4162,USA,0,183,83,36.0,19,64,54.62244897959184,2016,8b/+
4163,USA,0,178,73,27.0,8,51,45.166666666666664,2010,7b
4164,GBR,0,168,63,35.0,4,51,38.55555555555556,2010,7b
4165,other,0,174,63,40.0,10,62,52.333333333333336,2010,8a+/8b
4166,other,0,192,68,30.0,17,66,56.5,2014,8b+/8c
4167,POL,0,185,78,21.0,6,74,62.92307692307692,2010,9a+/9b
4168,other,0,173,73,37.0,21,46,38.71739130434783,2014,6c+/7a
4169,CZE,0,176,73,35.0,14,68,62.09756097560975,2015,8c/+
4170,ESP,0,170,63,27.0,4,57,46.97142857142857,2012,7c+
4171,ITA,0,178,63,34.0,6,57,41.005076142131976,2015,7c+
4172,SWE,0,172,73,26.0,4,33,30.75,2012,5c+
4173,BEL,0,170,63,34.0,8,51,38.605095541401276,2017,7b
4174,USA,0,179,83,27.0,9,51,40.61379310344827,2017,7b
4175,ZAF,0,187,88,29.0,11,42,33.4,2012,6b+/6c
4176,ESP,0,176,78,37.0,20,51,46.8421052631579,2010,7b
4177,USA,0,165,58,28.0,8,59,40.86363636363637,2016,8a
4178,CAN,0,175,68,20.0,5,51,40.37931034482759,2010,7b
4179,POL,0,171,53,20.0,8,75,58.710344827586205,2016,9b
4180,ESP,0,181,68,35.0,9,56,48.97222222222222,2017,7c/+
4181,POL,0,193,78,27.0,8,62,47.23364485981308,2016,8a+/8b
4182,NOR,0,178,68,22.0,9,64,52.21818181818182,2017,8b/+
4183,USA,0,177,58,34.0,10,66,54.351351351351354,2017,8b+/8c
4184,ESP,0,170,68,40.0,4,42,34.44086021505376,2014,6b+/6c
4185,ESP,0,180,78,38.0,8,59,42.69517743403094,2017,8a
4186,FRA,0,170,63,26.0,6,53,49.588235294117645,2012,7b+
4187,ITA,0,179,73,26.0,6,51,42.57142857142857,2012,7b
4188,POL,0,180,63,18.0,5,57,44.95774647887324,2013,7c+
4189,USA,0,182,73,29.0,10,59,48.333333333333336,2016,8a
4190,BRA,0,186,78,24.0,6,57,44.77777777777778,2015,7c+
4191,other,0,180,68,19.0,4,51,50.0,2010,7b
4192,USA,0,178,68,29.0,13,51,43.333333333333336,2017,7b
4193,ESP,0,179,73,39.0,18,55,47.8739837398374,2013,7c
4194,FRA,0,175,68,36.0,22,62,61.666666666666664,2011,8a+/8b
4195,FRA,0,174,63,30.0,13,66,54.39586028460543,2017,8b+/8c
4196,AUT,0,188,83,27.0,3,49,42.57142857142857,2010,7a+
4197,USA,0,182,83,42.0,13,53,49.03636363636364,2015,7b+
4198,SVN,0,180,68,18.0,13,62,53.21951219512195,2012,8a+/8b
4199,ESP,0,170,68,46.0,20,44,36.787234042553195,2013,6c/+
4200,AUT,0,180,63,26.0,4,33,33.0,2009,5c+
4201,FRA,0,163,53,30.0,14,66,54.497757847533634,2017,8b+/8c
4202,CHE,0,180,73,35.0,8,51,39.75,2013,7b
4203,SWE,0,174,73,31.0,4,57,41.93877551020408,2012,7c+
4204,POL,0,172,63,31.0,9,59,46.27388535031847,2017,8a
4205,other,0,178,63,37.0,10,64,53.702127659574465,2017,8b/+
4206,USA,0,171,63,27.0,13,68,51.354609929078016,2017,8c/+
4207,BRA,0,178,73,26.0,9,62,49.127272727272725,2017,8a+/8b
4208,ITA,0,172,63,25.0,6,64,53.8,2015,8b/+
4209,ESP,0,170,63,28.0,8,64,48.55122950819672,2017,8b/+
4210,BEL,0,177,68,30.0,8,54,40.381443298969074,2017,7b+/7c
4211,other,0,170,58,24.0,3,64,46.73770491803279,2010,8b/+
4212,FRA,0,172,63,31.0,5,62,56.0,2011,8a+/8b
4213,PRT,0,175,68,28.0,4,44,37.075,2013,6c/+
4214,POL,0,176,78,27.0,4,57,43.4264705882353,2013,7c+
4215,SWE,0,183,83,22.0,5,40,36.0,2010,6b/+
4216,ITA,0,178,68,36.0,11,55,39.45777777777778,2017,7c
4217,other,0,179,88,26.0,3,53,47.333333333333336,2013,7b+
4218,RUS,0,176,68,28.0,3,53,37.48571428571429,2009,7b+
4219,CHE,0,182,68,35.0,11,65,48.19935691318328,2017,8b+
4220,BEL,0,187,68,24.0,4,38,34.0,2012,6a+/6b
4221,ESP,0,185,63,19.0,6,49,39.234042553191486,2014,7a+
4222,FRA,0,165,63,29.0,11,59,43.75925925925926,2017,8a
4223,CZE,0,185,78,33.0,9,44,38.44444444444444,2017,6c/+
4224,SVN,0,181,83,33.0,7,56,37.17685950413223,2017,7c/+
4225,ITA,0,184,68,29.0,9,68,50.070422535211264,2017,8c/+
4226,BEL,0,180,83,30.0,5,53,45.92307692307692,2011,7b+
4227,USA,0,187,83,21.0,10,51,36.42857142857143,2010,7b
4228,other,0,176,73,15.0,5,53,45.22222222222222,2010,7b+
4229,ESP,0,179,68,32.0,6,50,37.787234042553195,2016,7a+/7b
4230,MEX,0,183,73,41.0,22,62,45.040752351097176,2017,8a+/8b
4231,USA,0,182,83,23.0,10,51,40.77777777777778,2010,7b
4232,USA,0,172,63,30.0,4,51,46.75,2010,7b
4233,RUS,0,166,58,21.0,7,68,51.12903225806452,2011,8c/+
4234,FRA,0,178,63,26.0,7,62,50.291666666666664,2013,8a+/8b
4235,FRA,0,180,78,40.0,14,59,45.25352112676056,2014,8a
4236,SWE,0,172,63,35.0,7,53,41.5,2013,7b+
4237,AUT,0,178,68,29.0,8,57,37.974137931034484,2016,7c+
4238,USA,0,170,63,21.0,8,66,56.75,2013,8b+/8c
4239,USA,0,171,63,28.0,9,58,47.77777777777778,2017,7c+/8a
4240,CAN,0,169,58,22.0,3,46,44.666666666666664,2010,6c+/7a
4241,ESP,0,174,68,23.0,7,57,49.06896551724138,2014,7c+
4242,ESP,0,175,63,33.0,11,62,51.69255663430421,2016,8a+/8b
4243,AUS,0,175,58,32.0,8,51,51.0,2009,7b
4244,DEU,0,191,93,30.0,10,67,52.78,2017,8c
4245,other,0,181,78,33.0,10,59,47.285714285714285,2017,8a
4246,DEU,0,185,73,38.0,9,55,41.18666666666667,2017,7c
4247,ESP,0,174,63,25.0,10,70,57.39153439153439,2017,8c+/9a
4248,GBR,0,186,83,31.0,8,66,52.5,2015,8b+/8c
4249,ZAF,0,179,68,34.0,13,51,44.333333333333336,2010,7b
4250,POL,0,183,63,22.0,6,57,41.65384615384615,2010,7c+
4251,BRA,0,174,63,32.0,8,64,46.666666666666664,2017,8b/+
4252,ESP,0,184,68,25.0,9,64,47.46820809248555,2016,8b/+
4253,POL,0,176,68,29.0,9,64,45.65217391304348,2017,8b/+
4254,GBR,0,181,68,35.0,8,55,44.25,2017,7c
4255,USA,0,181,83,34.0,19,64,51.77725118483412,2017,8b/+
4256,ESP,0,183,73,24.0,7,59,42.06331877729258,2016,8a
4257,USA,0,178,68,33.0,13,44,40.5,2010,6c/+
4258,ESP,0,172,68,31.0,4,68,53.36842105263158,2013,8c/+
4259,DEU,0,173,73,38.0,12,53,40.15384615384615,2017,7b+
4260,DNK,0,178,83,28.0,4,52,40.27777777777778,2013,7b/+
4261,other,0,170,63,35.0,12,46,39.38095238095238,2012,6c+/7a
4262,ITA,0,178,68,19.0,8,75,61.43055555555556,2017,9b
4263,FRA,0,170,58,15.0,4,62,46.0,2012,8a+/8b
4264,ESP,0,178,73,40.0,23,63,51.907514450867055,2017,8b
4265,other,0,176,73,16.0,6,55,43.95454545454545,2011,7c
4266,USA,0,183,78,30.0,7,57,47.592592592592595,2016,7c+
4267,POL,0,170,63,41.0,15,53,38.854614412136534,2016,7b+
4268,CAN,0,173,63,27.0,8,59,48.204081632653065,2017,8a
4269,ITA,0,183,73,31.0,11,66,53.6985294117647,2017,8b+/8c
4270,ZAF,0,185,78,31.0,4,44,36.92,2012,6c/+
4271,USA,0,193,78,36.0,9,64,50.898936170212764,2017,8b/+
4272,CAN,0,180,68,22.0,9,55,44.5,2015,7c
4273,other,0,180,63,27.0,14,59,52.857142857142854,2010,8a
4274,SWE,0,175,73,24.0,14,61,53.84615384615385,2006,8a+
4275,GBR,0,180,68,28.0,7,63,50.89756097560976,2015,8b
4276,DNK,0,171,68,34.0,11,59,46.0,2017,8a
4277,POL,0,189,83,33.0,19,66,53.04716981132076,2015,8b+/8c
4278,POL,0,176,63,34.0,8,68,49.372549019607845,2017,8c/+
4279,FIN,0,181,73,35.0,20,57,49.292682926829265,2015,7c+
4280,DEU,0,170,63,30.0,5,46,41.333333333333336,2010,6c+/7a
4281,USA,0,172,58,22.0,9,36,32.25,2009,6a/+
4282,POL,0,178,83,35.0,18,46,43.333333333333336,2014,6c+/7a
4283,DEU,0,183,73,23.0,23,57,44.125,2013,7c+
4284,POL,0,181,78,32.0,6,49,39.027472527472526,2016,7a+
4285,RUS,0,182,63,25.0,4,62,57.75,2010,8a+/8b
4286,ITA,0,177,68,42.0,11,62,43.323699421965316,2017,8a+/8b
4287,CHE,0,180,68,19.0,4,59,52.0,2013,8a
4288,RUS,0,180,68,25.0,15,68,58.5,2017,8c/+
4289,USA,0,180,63,21.0,6,53,51.666666666666664,2014,7b+
4290,ITA,0,185,73,23.0,7,72,54.64766839378238,2017,9a/+
4291,DEU,0,180,68,40.0,17,57,48.32692307692308,2017,7c+
4292,GBR,0,180,63,25.0,8,62,50.08695652173913,2017,8a+/8b
4293,ESP,0,180,73,31.0,3,40,38.0,2010,6b/+
4294,other,0,179,73,25.0,10,64,54.06666666666667,2017,8b/+
4295,ESP,0,174,68,24.0,8,70,56.69798657718121,2017,8c+/9a
4296,ESP,0,173,68,23.0,6,42,33.578947368421055,2015,6b+/6c
4297,DNK,0,189,78,36.0,15,57,43.921052631578945,2013,7c+
4298,ZAF,0,185,68,26.0,5,55,39.56666666666667,2014,7c
4299,ZAF,0,179,68,28.0,3,51,39.674157303370784,2012,7b
4300,ESP,0,182,73,41.0,16,67,52.906716417910445,2016,8c
4301,ESP,0,177,68,40.0,6,49,42.6,2016,7a+
4302,ESP,0,180,83,37.0,9,42,39.333333333333336,2014,6b+/6c
4303,other,0,189,73,20.0,5,70,52.61818181818182,2014,8c+/9a
4304,ITA,0,170,58,20.0,6,38,35.666666666666664,2014,6a+/6b
4305,NLD,0,170,63,24.0,9,57,51.25925925925926,2016,7c+
4306,USA,0,172,68,20.0,4,61,49.333333333333336,2012,8a+
4307,CAN,0,185,73,23.0,3,66,48.51282051282051,2010,8b+/8c
4308,ESP,0,165,63,44.0,23,66,56.22222222222222,2013,8b+/8c
4309,USA,0,166,58,15.0,3,51,48.666666666666664,2009,7b
4310,SVN,0,183,68,23.0,4,59,47.064516129032256,2013,8a
4311,AUT,0,179,73,17.0,6,64,57.470588235294116,2011,8b/+
4312,other,0,173,58,24.0,4,46,35.57142857142857,2004,6c+/7a
4313,USA,0,183,78,30.0,7,57,44.96666666666667,2011,7c+
4314,other,0,171,73,28.0,3,46,39.6,2012,6c+/7a
4315,USA,0,185,63,24.0,8,57,51.083333333333336,2017,7c+
4316,other,0,170,58,30.0,6,57,48.885245901639344,2011,7c+
4317,RUS,0,175,73,28.0,11,57,43.03174603174603,2015,7c+
4318,RUS,0,178,73,29.0,12,59,42.86585365853659,2016,8a
4319,AUS,0,183,73,32.0,10,66,56.2557251908397,2017,8b+/8c
4320,ITA,0,180,68,21.0,10,59,53.888888888888886,2015,8a
4321,DEU,0,175,63,19.0,4,57,55.0,2011,7c+
4322,POL,0,183,78,33.0,9,64,48.73186119873817,2017,8b/+
4323,NOR,0,187,83,34.0,13,57,46.60655737704918,2014,7c+
4324,other,0,175,63,20.0,9,70,60.206896551724135,2015,8c+/9a
4325,ITA,0,175,63,27.0,5,57,48.43076923076923,2015,7c+
4326,ITA,0,178,63,33.0,8,62,50.68995633187773,2016,8a+/8b
4327,USA,0,182,83,28.0,8,62,50.65217391304348,2016,8a+/8b
4328,other,0,173,63,30.0,5,53,40.275862068965516,2014,7b+
4329,HRV,0,183,73,24.0,7,64,42.59414225941423,2017,8b/+
4330,USA,0,175,63,35.0,13,64,45.07936507936508,2017,8b/+
4331,ESP,0,183,88,38.0,13,57,45.90526315789474,2015,7c+
4332,other,0,172,68,24.0,5,53,38.6875,2010,7b+
4333,GBR,0,176,68,32.0,16,62,57.333333333333336,2010,8a+/8b
4334,NOR,0,173,68,30.0,10,55,41.57142857142857,2017,7c
4335,DEU,0,172,68,36.0,4,36,33.25,2011,6a/+
4336,SWE,0,184,83,25.0,4,53,48.42857142857143,2011,7b+
4337,other,0,178,68,27.0,7,64,54.0,2012,8b/+
4338,SWE,0,188,63,25.0,4,55,40.12222222222222,2014,7c
4339,CAN,0,175,73,22.0,4,54,42.293103448275865,2013,7b+/7c
4340,AUT,0,187,83,21.0,6,65,48.66173361522199,2016,8b+
4341,SWE,0,175,73,32.0,3,42,38.2,2012,6b+/6c
4342,ESP,0,180,83,36.0,8,44,41.5,2010,6c/+
4343,other,0,186,68,17.0,5,68,55.2962962962963,2013,8c/+
