,country,sex,height,weight,age,years_cl,grades_max,grades_mean,year_last,max_fra
399,DEU,0,177,63,33.0,4,46,38.64,2004,6c+/7a
400,POL,0,183,73,33.0,14,66,56.758620689655174,2004,8b+/8c
401,USA,0,178,73,28.0,5,51,45.5625,2002,7b
402,SWE,0,170,63,30.0,4,51,41.61904761904762,2004,7b
403,SWE,0,187,83,41.0,10,55,50.39473684210526,2012,7c
404,FRA,0,175,73,30.0,7,55,50.041666666666664,2007,7c
405,other,0,172,63,36.0,15,66,48.99305555555556,2016,8b+/8c
406,GBR,0,190,83,26.0,11,55,51.333333333333336,2003,7c
407,CAN,0,176,63,31.0,9,62,51.795698924731184,2009,8a+/8b
408,POL,0,172,63,32.0,18,66,56.65079365079365,2016,8b+/8c
409,NLD,0,180,73,34.0,13,57,50.375,2003,7c+
410,other,0,184,68,19.0,3,51,45.6,2002,7b
411,GBR,0,183,68,37.0,21,66,57.01176470588236,2016,8b+/8c
412,HRV,0,184,73,26.0,3,44,37.6,2003,6c/+
413,SWE,0,174,68,37.0,5,36,30.266666666666666,2005,6a/+
414,USA,0,176,68,32.0,19,68,43.52040816326531,2017,8c/+
415,GBR,0,177,68,27.0,11,72,64.97435897435898,2012,9a/+
416,other,0,175,68,29.0,9,62,53.48,2006,8a+/8b
417,CHE,0,180,73,27.0,7,66,57.23076923076923,2004,8b+/8c
418,FRA,0,178,63,26.0,15,62,56.07142857142857,2005,8a+/8b
419,USA,0,175,73,27.0,11,64,54.03846153846154,2009,8b/+
420,FRA,0,171,63,33.0,10,49,47.0,2002,7a+
421,BEL,0,185,63,22.0,7,59,56.0,2002,8a
422,AUT,0,173,73,29.0,16,68,54.30905511811024,2017,8c/+
423,DNK,0,176,63,28.0,4,44,37.416666666666664,2004,6c/+
424,ESP,0,183,73,33.0,9,57,51.233333333333334,2009,7c+
425,USA,0,178,73,35.0,13,59,47.926829268292686,2013,8a
426,ESP,0,172,68,47.0,22,62,51.13905325443787,2017,8a+/8b
427,CAN,0,180,73,16.0,12,51,50.0,2002,7b
428,SWE,0,172,68,34.0,3,46,35.285714285714285,2005,6c+/7a
429,SWE,0,183,63,27.0,7,57,42.23076923076923,2007,7c+
430,POL,0,180,78,41.0,18,66,52.34827586206897,2017,8b+/8c
431,POL,0,176,63,33.0,16,72,57.52795031055901,2014,9a/+
432,CHE,0,182,68,38.0,23,72,65.26666666666667,2012,9a/+
433,ITA,0,172,68,42.0,10,64,51.70909090909091,2007,8b/+
434,other,0,180,83,40.0,24,53,43.752066115702476,2015,7b+
435,FRA,0,172,63,31.0,16,59,50.6,2006,8a
436,SWE,0,179,63,37.0,22,66,52.86725663716814,2012,8b+/8c
437,BRA,0,182,63,35.0,13,64,51.252252252252255,2014,8b/+
438,CHE,0,169,68,32.0,21,68,57.75313807531381,2017,8c/+
439,ESP,0,170,68,40.0,19,64,49.36440677966102,2017,8b/+
440,NLD,0,183,78,25.0,4,40,34.588235294117645,2004,6b/+
441,BRA,0,178,68,43.0,22,70,50.73850574712644,2017,8c+/9a
442,other,0,181,88,29.0,12,49,41.5,2003,7a+
443,USA,0,180,63,28.0,14,70,57.88405797101449,2014,8c+/9a
444,other,0,175,63,31.0,16,53,41.534246575342465,2016,7b+
445,DEU,0,170,63,27.0,10,72,63.94017094017094,2006,9a/+
446,ESP,0,174,63,41.0,26,72,60.14832089552239,2017,9a/+
447,FRA,0,185,78,27.0,4,55,50.4,2006,7c
448,GBR,0,177,78,29.0,10,55,50.9,2007,7c
449,ESP,0,173,78,31.0,10,66,60.875,2003,8b+/8c
450,CAN,0,180,73,47.0,6,49,39.67857142857143,2004,7a+
451,other,0,180,73,29.0,8,53,43.97222222222222,2006,7b+
452,BRA,0,168,53,26.0,12,64,57.166666666666664,2003,8b/+
453,ESP,0,180,78,40.0,19,57,49.43130990415335,2016,7c+
454,ESP,0,171,63,33.0,15,48,37.733333333333334,2016,7a/+
455,other,0,182,73,23.0,7,57,48.45,2009,7c+
456,ESP,0,181,63,36.0,20,55,43.68895348837209,2012,7c
457,ESP,0,170,73,27.0,4,48,37.46808510638298,2005,7a/+
458,POL,0,183,78,26.0,10,55,43.54545454545455,2007,7c
459,CHE,0,168,63,41.0,25,62,54.9375,2014,8a+/8b
460,BEL,0,175,63,36.0,21,64,53.55497382198953,2011,8b/+
461,BEL,0,184,73,34.0,16,62,44.88852459016393,2015,8a+/8b
462,FIN,0,178,68,34.0,10,57,44.783251231527096,2012,7c+
463,AUT,0,187,73,25.0,11,70,61.326530612244895,2005,8c+/9a
464,CHE,0,180,73,42.0,18,62,51.523809523809526,2017,8a+/8b
465,SWE,0,177,68,31.0,8,62,45.43478260869565,2009,8a+/8b
466,other,0,179,68,20.0,3,59,54.74193548387097,2005,8a
467,AUS,0,175,68,40.0,23,64,53.88425925925926,2017,8b/+
468,CAN,0,170,68,38.0,18,66,50.19798657718121,2017,8b+/8c
469,BRA,0,175,68,38.0,14,62,48.184615384615384,2016,8a+/8b
470,AUT,0,175,73,25.0,14,68,60.050632911392405,2009,8c/+
471,POL,0,180,68,24.0,4,66,53.90625,2004,8b+/8c
472,GBR,0,182,73,31.0,12,66,54.7639751552795,2012,8b+/8c
473,SWE,0,176,88,40.0,14,55,43.53846153846154,2015,7c
474,ITA,0,176,63,21.0,4,50,45.833333333333336,2006,7a+/7b
475,HRV,0,180,78,35.0,15,57,42.62357414448669,2015,7c+
476,NLD,0,192,83,33.0,23,62,42.87463556851312,2017,8a+/8b
477,CZE,0,183,63,36.0,13,64,58.35443037974684,2012,8b/+
478,NOR,0,176,68,36.0,19,66,58.8,2015,8b+/8c
479,FRA,0,180,68,29.0,22,70,63.09154929577465,2015,8c+/9a
480,NLD,0,184,78,37.0,14,62,47.40963855421687,2015,8a+/8b
481,NOR,0,170,63,32.0,13,70,54.776978417266186,2011,8c+/9a
482,SWE,0,180,73,30.0,10,55,48.095238095238095,2010,7c
483,CAN,0,175,63,28.0,12,68,57.640625,2008,8c/+
484,SWE,0,169,63,42.0,25,70,60.90796460176991,2017,8c+/9a
485,SWE,0,180,68,30.0,12,62,51.9344262295082,2013,8a+/8b
486,NOR,0,185,78,24.0,4,55,42.41935483870968,2006,7c
487,BEL,0,169,58,27.0,15,64,60.4,2004,8b/+
488,USA,0,164,58,16.0,4,62,58.0,2006,8a+/8b
489,NOR,0,184,83,37.0,16,62,53.92982456140351,2013,8a+/8b
490,other,0,167,58,33.0,18,59,50.705882352941174,2012,8a
491,SWE,0,176,63,27.0,24,75,61.76229508196721,2013,9b
492,SWE,0,180,73,38.0,19,46,36.11764705882353,2008,6c+/7a
493,CAN,0,179,83,31.0,11,59,49.0625,2011,8a
494,NLD,0,177,63,24.0,10,64,52.91812865497076,2006,8b/+
495,NOR,0,176,73,37.0,20,66,57.56,2016,8b+/8c
496,SWE,0,176,68,38.0,8,49,43.111111111111114,2007,7a+
497,SWE,0,180,73,37.0,15,42,37.333333333333336,2011,6b+/6c
498,HRV,0,172,68,28.0,3,62,44.13846153846154,2006,8a+/8b
499,SWE,0,180,78,27.0,9,59,53.90909090909091,2008,8a
500,BEL,0,185,78,21.0,5,62,55.6551724137931,1998,8a+/8b
501,USA,0,180,78,29.0,3,49,45.666666666666664,2005,7a+
502,SWE,0,179,68,28.0,7,38,33.0,2009,6a+/6b
503,CHE,0,180,63,34.0,13,56,43.763636363636365,2015,7c/+
504,CAN,0,184,73,35.0,17,58,49.265306122448976,2011,7c+/8a
505,SWE,0,179,73,31.0,7,53,44.125,2009,7b+
506,ESP,0,172,73,36.0,18,53,39.573459715639814,2017,7b+
507,ESP,0,170,63,26.0,8,64,60.75,2004,8b/+
508,BEL,0,183,68,25.0,7,59,52.04761904761905,2004,8a
509,FRA,0,178,73,33.0,14,50,49.0,2014,7a+/7b
510,other,0,173,68,31.0,11,49,40.0,2012,7a+
511,FRA,0,180,63,30.0,6,62,52.25233644859813,2005,8a+/8b
512,CHE,0,190,78,17.0,8,62,57.3125,2003,8a+/8b
513,USA,0,166,63,25.0,19,76,64.17535545023696,2014,9b/+
514,NOR,0,185,73,35.0,11,55,43.44,2009,7c
515,ZAF,0,164,63,38.0,14,66,52.432748538011694,2015,8b+/8c
516,POL,0,178,88,32.0,16,66,45.08426966292135,2017,8b+/8c
517,other,0,174,63,21.0,5,55,45.5,2002,7c
518,ZAF,0,175,63,44.0,22,51,44.16129032258065,2017,7b
519,ITA,0,189,73,27.0,11,64,50.43333333333333,2006,8b/+
520,USA,0,180,68,23.0,3,53,46.285714285714285,2004,7b+
521,SWE,0,181,68,30.0,13,57,48.77777777777778,2003,7c+
522,CAN,0,173,73,36.0,7,53,42.16,2008,7b+
523,CAN,0,186,73,32.0,6,55,51.875,2004,7c
524,CAN,0,186,73,32.0,14,62,45.564516129032256,2012,8a+/8b
525,USA,0,170,73,36.0,24,64,54.82781456953642,2017,8b/+
526,BRA,0,175,68,42.0,20,51,40.42424242424242,2012,7b
527,SWE,0,184,73,43.0,16,57,46.470588235294116,2017,7c+
528,SWE,0,178,68,32.0,15,51,40.56818181818182,2009,7b
529,CHE,0,175,68,26.0,7,59,58.142857142857146,2003,8a
530,POL,0,178,73,32.0,12,53,44.074074074074076,2009,7b+
531,SWE,0,183,83,46.0,20,46,38.785714285714285,2009,6c+/7a
532,DNK,0,180,78,27.0,5,44,38.5,2005,6c/+
533,RUS,0,177,68,24.0,18,70,55.168458781362006,2011,8c+/9a
534,ZAF,0,171,58,37.0,15,68,50.32970027247956,2017,8c/+
535,USA,0,180,78,38.0,13,64,53.62151394422311,2011,8b/+
536,USA,0,182,73,28.0,12,51,40.166666666666664,2003,7b
537,POL,0,179,73,29.0,13,62,50.34285714285714,2003,8a+/8b
538,SWE,0,178,78,24.0,3,62,53.5,2006,8a+/8b
539,GBR,0,178,83,24.0,7,53,47.535714285714285,2007,7b+
540,DEU,0,178,78,22.0,12,64,55.38461538461539,2004,8b/+
541,ESP,0,176,68,31.0,5,64,50.34426229508197,2005,8b/+
542,other,0,179,68,32.0,13,72,59.514367816091955,2011,9a/+
543,SWE,0,192,63,28.0,4,42,35.72727272727273,2003,6b+/6c
544,NOR,0,172,58,22.0,17,68,57.580882352941174,2011,8c/+
545,USA,0,167,58,38.0,5,53,43.6578947368421,2005,7b+
546,GBR,0,172,63,34.0,11,49,45.0,2007,7a+
547,AUS,0,175,58,33.0,19,70,62.857142857142854,2008,8c+/9a
548,BEL,0,181,63,36.0,17,66,58.51020408163265,2006,8b+/8c
549,USA,0,177,73,25.0,12,62,49.02105263157895,2012,8a+/8b
550,MEX,0,178,73,39.0,16,53,45.91304347826087,2010,7b+
551,USA,0,175,73,30.0,20,77,59.2579185520362,2017,9b+
552,POL,0,180,68,33.0,21,75,56.36135265700483,2017,9b
553,other,0,178,78,24.0,9,55,44.05714285714286,2003,7c
554,AUS,0,185,73,25.0,5,59,44.093023255813954,2005,8a
555,NOR,0,180,68,21.0,5,59,47.63636363636363,2004,8a
556,BRA,0,179,83,38.0,17,53,45.525,2012,7b+
557,ESP,0,185,83,38.0,12,49,37.19047619047619,2012,7a+
558,ZAF,0,170,58,16.0,4,46,41.05882352941177,2004,6c+/7a
559,NOR,0,179,73,45.0,23,66,53.84115523465704,2017,8b+/8c
560,USA,0,191,78,27.0,5,62,54.5,2006,8a+/8b
561,other,0,181,68,36.0,13,67,47.592207792207795,2014,8c
562,NLD,0,185,68,25.0,13,68,60.570093457943926,2010,8c/+
563,other,0,178,68,34.0,16,66,49.83116883116883,2017,8b+/8c
564,CHE,0,173,73,36.0,6,51,34.50666666666667,2008,7b
565,NOR,0,184,73,25.0,11,57,52.63636363636363,2004,7c+
566,SWE,0,190,93,24.0,5,36,32.6,2005,6a/+
567,other,0,177,68,34.0,15,62,56.33766233766234,2016,8a+/8b
568,AUT,0,181,73,27.0,14,38,32.8,2004,6a+/6b
569,other,0,183,78,25.0,10,57,48.77777777777778,2004,7c+
570,ESP,0,167,63,35.0,8,59,52.57142857142857,2006,8a
571,NLD,0,170,68,24.0,4,53,45.6,2006,7b+
572,BRA,0,180,68,36.0,20,64,57.5,2012,8b/+
573,POL,0,177,68,41.0,21,64,52.35294117647059,2016,8b/+
574,ESP,0,178,68,20.0,8,46,36.4,2008,6c+/7a
575,AUS,0,186,78,31.0,6,59,47.145695364238414,2006,8a
576,ESP,0,170,63,19.0,6,64,58.94117647058823,2004,8b/+
577,SWE,0,185,78,37.0,14,62,49.94444444444444,2013,8a+/8b
578,SVN,0,179,68,40.0,10,49,35.78448275862069,2010,7a+
579,other,0,186,73,29.0,13,66,54.67256637168141,2010,8b+/8c
580,POL,0,179,78,30.0,9,59,48.08139534883721,2007,8a
581,ESP,0,170,63,25.0,5,62,51.96969696969697,2007,8a+/8b
582,ZAF,0,174,63,26.0,5,59,47.2,2005,8a
583,other,0,181,68,40.0,21,70,55.908032596041906,2017,8c+/9a
584,POL,0,180,63,35.0,16,61,48.131147540983605,2012,8a+
585,ESP,0,172,93,35.0,14,66,53.63917525773196,2013,8b+/8c
586,AUT,0,170,63,20.0,5,57,42.59493670886076,2006,7c+
587,SWE,0,175,63,31.0,15,51,48.0,2003,7b
588,NOR,0,173,68,31.0,4,68,51.58585858585859,2002,8c/+
589,other,0,175,68,28.0,15,59,49.07843137254902,2016,8a
590,ITA,0,178,73,35.0,12,66,54.76190476190476,2014,8b+/8c
591,ESP,0,179,73,26.0,3,49,38.32,2005,7a+
592,PRT,0,173,63,40.0,17,62,50.81226053639847,2017,8a+/8b
593,CZE,0,180,73,38.0,14,70,56.54320987654321,2012,8c+/9a
594,other,0,187,88,36.0,14,59,47.095238095238095,2016,8a
595,CHE,0,179,68,30.0,8,57,45.83870967741935,2009,7c+
596,CHE,0,175,68,33.0,11,54,47.25,2017,7b+/7c
597,HRV,0,192,83,33.0,8,55,39.813793103448276,2010,7c
598,NOR,0,182,78,22.0,4,59,55.0,2004,8a
599,CAN,0,192,83,27.0,7,53,48.34782608695652,2005,7b+
600,BEL,0,175,63,26.0,21,66,58.6764705882353,2009,8b+/8c
601,SWE,0,178,68,29.0,3,44,42.0,2003,6c/+
602,POL,0,183,78,35.0,15,59,47.73913043478261,2017,8a
603,BRA,0,165,58,32.0,16,64,47.520833333333336,2017,8b/+
604,ITA,0,174,68,35.0,15,70,53.11764705882353,2016,8c+/9a
605,NOR,0,173,83,33.0,5,45,37.142857142857146,2008,6c+
606,SWE,0,190,78,28.0,3,46,40.6,2003,6c+/7a
607,BEL,0,171,63,28.0,10,66,61.50704225352113,2005,8b+/8c
608,NLD,0,178,63,30.0,10,57,51.17391304347826,2011,7c+
609,POL,0,174,68,32.0,14,62,51.27173913043478,2012,8a+/8b
610,POL,0,180,68,38.0,22,62,50.890277777777776,2017,8a+/8b
611,POL,0,172,68,36.0,17,66,42.22051282051282,2017,8b+/8c
612,other,0,176,68,34.0,15,62,48.34117647058824,2008,8a+/8b
613,BRA,0,176,73,46.0,19,64,51.6031746031746,2013,8b/+
614,CAN,0,167,63,28.0,6,58,42.93478260869565,2007,7c+/8a
615,CHE,0,188,78,43.0,25,62,51.63813229571984,2017,8a+/8b
616,FRA,0,186,68,25.0,18,70,63.03007518796993,2011,8c+/9a
617,SWE,0,177,78,49.0,15,57,49.72727272727273,2003,7c+
618,NLD,0,183,83,23.0,13,62,51.75757575757576,2009,8a+/8b
619,USA,0,175,73,28.0,5,38,34.666666666666664,2005,6a+/6b
620,FRA,0,180,68,28.0,8,49,44.0,2006,7a+
621,SWE,0,170,73,33.0,14,55,47.208333333333336,2004,7c
622,AUT,0,177,63,21.0,9,70,65.6,2005,8c+/9a
623,AUT,0,180,78,30.0,10,64,56.08552631578947,2006,8b/+
624,SWE,0,172,73,33.0,11,53,43.68292682926829,2006,7b+
625,FRA,0,170,68,28.0,9,70,65.42857142857143,2002,8c+/9a
626,ESP,0,177,63,24.0,8,64,60.651162790697676,2006,8b/+
627,CHE,0,178,73,41.0,24,66,48.509803921568626,2016,8b+/8c
628,ZAF,0,191,73,31.0,16,57,44.95652173913044,2017,7c+
629,USA,0,184,83,33.0,14,75,59.082251082251084,2014,9b
630,FRA,0,169,58,31.0,13,66,56.40625,2009,8b+/8c
631,SWE,0,175,68,37.0,7,53,49.03448275862069,2007,7b+
632,SWE,0,192,83,25.0,12,53,44.95652173913044,2014,7b+
633,ESP,0,181,68,32.0,17,68,55.972972972972975,2017,8c/+
634,AUS,0,174,73,41.0,12,62,54.666666666666664,2008,8a+/8b
635,ESP,0,165,58,25.0,9,72,63.25806451612903,2009,9a/+
636,ESP,0,175,68,24.0,4,59,48.441717791411044,2007,8a
637,AUS,0,178,68,29.0,13,53,38.27777777777778,2010,7b+
638,USA,0,178,68,24.0,4,62,55.125,2004,8a+/8b
639,BRA,0,184,73,41.0,23,62,50.72727272727273,2016,8a+/8b
640,NLD,0,187,63,35.0,13,64,52.86702127659574,2013,8b/+
641,ITA,0,170,68,33.0,18,66,55.28350515463917,2017,8b+/8c
642,FRA,0,170,63,31.0,7,64,59.90909090909091,2005,8b/+
643,AUS,0,171,68,23.0,9,40,33.0,2005,6b/+
644,NLD,0,169,63,36.0,22,70,58.0491452991453,2017,8c+/9a
645,BRA,0,174,68,18.0,5,59,56.142857142857146,2000,8a
646,SWE,0,187,78,41.0,8,53,44.90909090909091,2004,7b+
647,NLD,0,172,68,29.0,15,66,52.92696629213483,2014,8b+/8c
648,POL,0,182,63,21.0,7,66,55.009803921568626,2007,8b+/8c
649,NLD,0,179,73,32.0,18,65,57.041666666666664,2016,8b+
650,FRA,0,173,68,36.0,13,66,53.05194805194805,2015,8b+/8c
651,ESP,0,180,58,31.0,4,55,49.54545454545455,2004,7c
652,AUS,0,174,63,41.0,15,64,52.29838709677419,2015,8b/+
653,USA,0,170,58,45.0,26,59,47.43037974683544,2014,8a
654,ESP,0,185,78,32.0,12,64,51.24590163934426,2012,8b/+
655,SWE,0,180,73,25.0,4,49,45.25,2008,7a+
656,CAN,0,183,88,49.0,23,44,38.125,2017,6c/+
657,USA,0,180,68,34.0,16,55,47.27777777777778,2012,7c
658,ESP,0,181,68,20.0,4,59,52.276595744680854,2005,8a
659,AUS,0,182,68,29.0,7,53,51.4,2004,7b+
660,CHE,0,190,73,36.0,10,59,48.507462686567166,2013,8a
661,CAN,0,165,63,30.0,11,59,54.2,2005,8a
662,other,0,165,53,41.0,23,59,51.27777777777778,2015,8a
663,DEU,0,180,73,27.0,12,66,57.64705882352941,2004,8b+/8c
664,ITA,0,174,63,38.0,15,66,51.630927835051544,2017,8b+/8c
665,ITA,0,182,78,32.0,3,36,33.333333333333336,2006,6a/+
666,AUS,0,178,73,27.0,11,57,50.5,2009,7c+
667,POL,0,178,68,34.0,19,70,54.296498905908095,2017,8c+/9a
668,PRT,0,174,73,38.0,19,57,41.05,2017,7c+
669,POL,0,180,68,38.0,12,55,40.31050228310502,2015,7c
670,GBR,0,172,53,39.0,19,61,45.83284457478006,2013,8a+
671,BRA,0,178,68,30.0,9,59,55.0,2009,8a
672,other,0,177,68,25.0,3,59,51.391304347826086,2003,8a
673,AUT,0,182,73,27.0,14,70,57.39393939393939,2009,8c+/9a
674,ZAF,0,180,78,25.0,6,49,43.0,2004,7a+
675,ZAF,0,173,63,30.0,3,49,37.130434782608695,2004,7a+
676,other,0,182,68,38.0,23,66,59.666666666666664,2013,8b+/8c
677,NOR,0,175,68,33.0,9,57,43.75675675675676,2012,7c+
678,ITA,0,170,58,43.0,25,75,63.670926517571885,2017,9b
679,BEL,0,174,73,24.0,13,64,57.2,2004,8b/+
680,other,0,179,63,42.0,17,72,61.60645161290323,2009,9a/+
681,ITA,0,179,73,30.0,16,64,57.36363636363637,2004,8b/+
682,USA,0,170,73,21.0,13,71,58.475247524752476,2012,9a
683,ESP,0,176,73,40.0,16,55,48.064748201438846,2010,7c
684,SVN,0,183,73,32.0,12,51,40.90728476821192,2013,7b
685,PRT,0,179,58,18.0,3,62,46.33812949640288,2006,8a+/8b
686,ITA,0,172,58,44.0,15,64,41.714285714285715,2016,8b/+
687,ITA,0,172,63,27.0,7,55,49.078947368421055,2007,7c
688,USA,0,177,73,29.0,4,44,39.582089552238806,2004,6c/+
689,ESP,0,175,63,23.0,6,62,53.69230769230769,2004,8a+/8b
690,USA,0,182,73,32.0,18,64,61.666666666666664,2016,8b/+
691,ESP,0,181,78,38.0,16,49,36.29565217391304,2014,7a+
692,CZE,0,178,63,26.0,11,75,65.96825396825396,2008,9b
693,SWE,0,183,68,30.0,9,55,41.7148288973384,2012,7c
694,ESP,0,175,68,42.0,16,66,57.29931972789116,2016,8b+/8c
695,ITA,0,170,63,34.0,11,57,46.6,2006,7c+
696,POL,0,176,63,34.0,18,75,62.96810933940775,2017,9b
697,ITA,0,185,73,31.0,13,55,43.6,2011,7c
698,NLD,0,183,78,29.0,5,57,42.73913043478261,2006,7c+
699,ESP,0,180,68,41.0,15,62,51.45,2015,8a+/8b
700,POL,0,181,68,35.0,16,62,47.76282051282051,2016,8a+/8b
701,SWE,0,185,73,38.0,16,55,41.28846153846154,2016,7c
702,USA,0,170,58,18.0,4,67,54.375,2007,8c
703,ESP,0,165,73,27.0,8,49,35.888888888888886,2004,7a+
704,BEL,0,183,78,37.0,19,65,52.668711656441715,2017,8b+
705,FRA,0,179,83,19.0,16,59,58.2,2004,8a
706,NLD,0,183,68,30.0,16,57,49.714285714285715,2010,7c+
707,BEL,0,177,68,30.0,14,72,58.94014962593516,2016,9a/+
708,ZAF,0,180,68,33.0,15,49,39.075,2017,7a+
709,DEU,0,176,73,45.0,15,62,45.42983425414365,2017,8a+/8b
710,SWE,0,184,73,26.0,4,44,32.714285714285715,2004,6c/+
711,NLD,0,190,78,21.0,3,49,38.714285714285715,2004,7a+
712,MEX,0,166,58,32.0,18,62,50.367816091954026,2016,8a+/8b
713,SWE,0,180,73,31.0,6,57,48.92857142857143,2006,7c+
714,AUS,0,183,78,22.0,8,57,54.8125,2008,7c+
715,SWE,0,181,73,46.0,22,68,57.61818181818182,2016,8c/+
716,ESP,0,165,63,27.0,8,64,53.15972222222222,2007,8b/+
717,BRA,0,189,73,22.0,5,59,50.34782608695652,2008,8a
718,ESP,0,170,63,38.0,20,50,41.60248447204969,2010,7a+/7b
719,other,0,174,68,38.0,21,65,54.535714285714285,2017,8b+
720,FRA,0,175,73,30.0,7,64,59.18518518518518,2007,8b/+
721,ESP,0,175,58,41.0,16,40,36.875,2009,6b/+
722,SWE,0,178,68,26.0,3,42,40.0,2003,6b+/6c
723,GBR,0,176,63,23.0,4,51,45.666666666666664,2004,7b
724,ESP,0,183,73,25.0,3,38,37.333333333333336,2005,6a+/6b
725,DEU,0,178,63,42.0,23,59,43.548780487804876,2017,8a
726,other,0,184,68,18.0,4,62,56.529411764705884,2004,8a+/8b
727,SVN,0,173,63,25.0,13,75,64.53846153846153,2004,9b
728,ITA,0,170,58,25.0,4,62,54.625,2004,8a+/8b
729,BEL,0,182,58,23.0,16,66,54.49487179487179,2010,8b+/8c
730,other,0,170,73,34.0,20,57,42.833333333333336,2010,7c+
731,AUS,0,190,73,16.0,9,66,53.916666666666664,2005,8b+/8c
732,SWE,0,180,73,33.0,13,49,44.875,2004,7a+
733,ITA,0,176,68,36.0,9,59,44.911764705882355,2010,8a
734,CAN,0,180,78,28.0,7,62,53.6,2006,8a+/8b
735,SVN,0,178,63,26.0,19,72,63.84722222222222,2008,9a/+
736,HRV,0,191,83,28.0,4,55,42.76470588235294,2007,7c
737,ITA,0,176,63,27.0,7,64,51.067961165048544,2010,8b/+
738,SWE,0,175,68,30.0,4,51,40.04651162790697,2006,7b
739,GBR,0,185,78,36.0,19,64,54.095238095238095,2017,8b/+
740,other,0,171,63,44.0,23,64,51.62893081761006,2017,8b/+
741,GBR,0,174,63,26.0,12,59,48.716981132075475,2006,8a
742,NOR,0,182,68,33.0,19,70,63.266666666666666,2016,8c+/9a
743,SWE,0,189,83,34.0,7,53,45.06818181818182,2009,7b+
744,other,0,172,73,22.0,7,59,51.77272727272727,2010,8a
745,DEU,0,186,73,32.0,17,66,53.1025641025641,2016,8b+/8c
746,USA,0,185,68,34.0,12,68,54.828125,2014,8c/+
747,BRA,0,187,73,25.0,8,64,53.54545454545455,2008,8b/+
748,USA,0,182,73,31.0,10,62,49.84090909090909,2012,8a+/8b
749,BEL,0,168,58,17.0,6,52,47.857142857142854,2006,7b/+
750,POL,0,185,68,29.0,16,70,55.187403993855604,2017,8c+/9a
751,ZAF,0,187,83,30.0,7,59,52.8,2005,8a
752,POL,0,182,73,25.0,3,49,40.075,2005,7a+
753,BEL,0,193,73,35.0,15,51,40.42857142857143,2015,7b
754,SWE,0,175,68,24.0,10,66,51.89705882352941,2011,8b+/8c
755,USA,0,178,63,29.0,12,59,45.775757575757574,2012,8a
756,ZAF,0,181,78,33.0,13,64,46.542682926829265,2014,8b/+
757,FIN,0,172,58,26.0,5,53,44.5,2005,7b+
758,NOR,0,182,88,38.0,13,53,37.78181818181818,2014,7b+
759,SWE,0,178,83,38.0,10,42,38.18181818181818,2003,6b+/6c
760,POL,0,183,68,22.0,9,70,60.44444444444444,2009,8c+/9a
761,POL,0,180,68,32.0,11,62,40.93131313131313,2013,8a+/8b
762,CAN,0,178,73,27.0,12,57,45.16030534351145,2014,7c+
763,DEU,0,181,68,23.0,8,64,61.666666666666664,2004,8b/+
764,NOR,0,180,78,32.0,5,55,38.97142857142857,2008,7c
765,NLD,0,183,73,21.0,8,59,50.904761904761905,2008,8a
766,BRA,0,178,73,45.0,27,53,45.4,2017,7b+
767,FRA,0,180,68,47.0,15,64,50.957104557640754,2017,8b/+
768,NOR,0,179,73,29.0,7,55,49.5,2004,7c
769,FRA,0,175,58,20.0,8,46,40.44444444444444,2006,6c+/7a
770,SWE,0,163,48,21.0,6,62,49.13333333333333,2005,8a+/8b
771,USA,0,180,68,33.0,17,68,58.459016393442624,2010,8c/+
772,SWE,0,179,73,30.0,13,61,51.015151515151516,2010,8a+
773,NLD,0,190,73,32.0,16,68,60.30232558139535,2014,8c/+
774,NOR,0,177,73,31.0,10,62,49.903614457831324,2006,8a+/8b
775,ITA,0,175,63,21.0,3,59,54.916666666666664,2005,8a
776,POL,0,185,78,28.0,4,46,39.083333333333336,2004,6c+/7a
777,NOR,0,184,73,32.0,14,64,51.77777777777778,2014,8b/+
778,SVN,0,179,68,33.0,14,68,55.50769230769231,2014,8c/+
779,ESP,0,182,73,40.0,18,59,41.671875,2017,8a
780,CHE,0,190,78,21.0,7,70,62.08108108108108,2007,8c+/9a
781,FRA,0,175,63,39.0,18,62,48.041666666666664,2015,8a+/8b
782,FRA,0,188,73,47.0,18,59,46.16789667896679,2017,8a
783,POL,0,171,68,33.0,15,52,47.25,2007,7b/+
784,CAN,0,189,78,32.0,8,57,49.083333333333336,2010,7c+
785,ITA,0,183,78,36.0,8,53,48.666666666666664,2008,7b+
786,CHE,0,182,73,32.0,13,62,44.945454545454545,2014,8a+/8b
787,SWE,0,176,68,26.0,8,59,48.873333333333335,2010,8a
788,PRT,0,175,93,30.0,12,48,37.32,2007,7a/+
789,GBR,0,190,93,32.0,16,53,46.23809523809524,2006,7b+
790,DEU,0,185,73,26.0,4,49,42.714285714285715,2007,7a+
791,FRA,0,173,58,16.0,3,66,58.30434782608695,2003,8b+/8c
792,other,0,176,68,20.0,3,46,37.666666666666664,2001,6c+/7a
793,MEX,0,176,68,31.0,13,68,58.59574468085106,2012,8c/+
794,ITA,0,173,63,32.0,18,70,62.24285714285714,2013,8c+/9a
795,ESP,0,170,58,45.0,25,62,41.348336594911935,2017,8a+/8b
796,ITA,0,180,68,34.0,8,62,52.833333333333336,2009,8a+/8b
797,SWE,0,180,63,23.0,4,44,39.333333333333336,2005,6c/+
