,user_id,date_first,date_last,grades_count,grades_first,grades_last,grades_max,grades_mean,year_first,year_last
7525,14826,2006-08-29 22:00:00,2017-09-09 22:00:00,729,42,62,64,43.75857338820302,2006,2017
7526,14827,2006-12-11 23:00:00,2006-12-29 23:00:00,16,62,55,64,58.3125,2006,2006
7527,14833,2006-09-11 22:00:00,2007-06-21 22:00:00,35,33,36,42,36.65714285714286,2006,2007
7528,14834,2010-02-04 23:00:00,2010-02-04 23:00:00,1,53,53,53,53.0,2010,2010
7529,14836,2006-12-25 23:00:00,2008-02-21 23:00:00,19,52,55,62,56.526315789473685,2006,2008
7530,14838,2006-08-12 22:00:00,2009-04-14 22:00:00,28,51,51,58,48.785714285714285,2006,2009
7531,14840,2006-04-27 22:00:00,2006-04-27 22:00:00,4,32,42,42,36.25,2006,2006
7532,14842,2006-12-16 23:00:00,2006-12-18 23:00:00,18,50,46,51,45.5,2006,2006
7533,14844,2006-12-10 23:00:00,2017-03-01 23:00:00,328,51,57,66,52.59756097560975,2006,2017
7534,14846,2006-12-16 23:00:00,2007-01-19 23:00:00,14,36,33,36,28.5,2006,2007
7535,14849,2007-05-13 22:00:00,2008-03-07 23:00:00,8,53,44,55,49.625,2007,2008
7536,14851,2007-03-31 22:00:00,2007-09-13 22:00:00,16,33,36,40,35.4375,2007,2007
7537,14852,2009-02-11 23:00:00,2012-02-18 23:00:00,136,52,55,66,52.911764705882355,2009,2012
7538,14854,2006-08-28 22:00:00,2007-06-28 22:00:00,44,70,66,70,61.88636363636363,2006,2007
7539,14855,2006-12-18 23:00:00,2007-08-29 22:00:00,74,44,33,44,36.648648648648646,2006,2007
7540,14862,2006-12-18 23:00:00,2006-12-18 23:00:00,1,13,13,13,13.0,2006,2006
7541,14863,2007-04-29 22:00:00,2010-11-21 23:00:00,59,49,49,57,49.32203389830509,2007,2010
7542,14865,2006-05-18 22:00:00,2017-05-25 22:00:00,174,46,51,62,47.02873563218391,2006,2017
7543,14869,1997-07-31 22:00:00,2009-08-02 22:00:00,53,49,53,59,51.41509433962264,1997,2009
7544,14872,2006-12-13 23:00:00,2013-12-07 23:00:00,51,59,52,64,52.588235294117645,2006,2013
7545,14877,2007-04-23 22:00:00,2017-09-03 22:00:00,11,33,40,49,38.45454545454545,2007,2017
7546,14879,2008-10-04 22:00:00,2017-06-09 22:00:00,37,51,51,57,51.5945945945946,2008,2017
7547,14882,2006-10-13 22:00:00,2013-03-08 23:00:00,98,49,44,61,48.52040816326531,2006,2013
7548,14885,2006-10-10 22:00:00,2007-05-08 22:00:00,115,62,66,68,59.3304347826087,2006,2007
7549,14886,2006-12-13 23:00:00,2009-08-26 22:00:00,5,42,38,42,39.4,2006,2009
7550,14891,2006-12-28 23:00:00,2014-08-08 22:00:00,68,51,61,62,51.25,2006,2014
7551,14892,2007-07-28 22:00:00,2007-07-28 22:00:00,1,68,68,68,68.0,2007,2007
7552,14896,2006-12-21 23:00:00,2006-12-21 23:00:00,2,30,31,31,30.5,2006,2006
7553,14897,2007-05-04 22:00:00,2007-05-05 22:00:00,2,49,51,51,50.0,2007,2007
7554,14901,2006-07-02 22:00:00,2004-03-16 23:00:00,34,62,51,62,53.61764705882353,2006,2004
7555,14902,2006-12-22 23:00:00,2014-04-27 22:00:00,47,51,55,55,43.319148936170215,2006,2014
7556,14904,2008-12-20 23:00:00,2017-05-21 22:00:00,267,40,51,59,44.81647940074907,2008,2017
7557,14909,2006-12-01 23:00:00,2008-09-29 22:00:00,126,40,43,53,41.476190476190474,2006,2008
7558,14912,2006-12-16 23:00:00,2015-04-25 22:00:00,264,49,55,64,49.58712121212121,2006,2015
7559,14915,2008-11-04 23:00:00,2008-11-04 23:00:00,8,54,51,54,51.625,2008,2008
7560,14917,2006-12-23 23:00:00,2006-12-23 23:00:00,8,51,49,53,49.75,2006,2006
7561,14918,2006-12-29 23:00:00,2006-12-29 23:00:00,1,57,57,57,57.0,2006,2006
7562,14919,2006-12-25 23:00:00,2012-10-28 23:00:00,31,53,51,59,48.935483870967744,2006,2012
7563,14921,2006-12-25 23:00:00,2006-12-25 23:00:00,1,13,13,13,13.0,2006,2006
7564,14922,2006-10-27 22:00:00,2007-04-06 22:00:00,5,38,29,38,32.0,2006,2007
7565,14923,2006-08-26 22:00:00,2017-04-10 22:00:00,460,62,55,64,51.71521739130435,2006,2017
7566,14924,1994-06-30 22:00:00,2000-05-25 22:00:00,131,33,53,59,44.030534351145036,1994,2000
7567,14926,2006-12-19 23:00:00,2007-12-04 23:00:00,51,58,57,62,53.98039215686274,2006,2007
7568,14927,2009-09-29 22:00:00,2006-06-15 22:00:00,42,44,41,62,49.07142857142857,2009,2006
7569,14931,2006-08-15 22:00:00,2007-11-23 23:00:00,17,51,51,57,52.05882352941177,2006,2007
7570,14935,2006-12-27 23:00:00,2006-12-27 23:00:00,10,59,51,59,54.0,2006,2006
7571,14937,2007-01-04 23:00:00,2011-10-08 22:00:00,214,38,40,51,39.2196261682243,2007,2011
7572,14938,2007-03-30 22:00:00,2017-09-01 22:00:00,40,33,29,52,38.575,2007,2017
7573,14939,2006-12-28 23:00:00,2012-09-15 22:00:00,88,55,36,57,43.82954545454545,2006,2012
7574,14941,2006-04-07 22:00:00,2006-04-07 22:00:00,1,40,40,40,40.0,2006,2006
7575,14945,2006-10-19 22:00:00,2006-09-11 22:00:00,12,43,44,49,43.166666666666664,2006,2006
7576,14949,2010-06-15 22:00:00,2010-06-15 22:00:00,1,62,62,62,62.0,2010,2010
7577,14951,2008-08-09 22:00:00,2017-07-10 22:00:00,564,64,51,68,55.297872340425535,2008,2017
7578,14952,2007-05-11 22:00:00,2009-01-06 23:00:00,40,42,46,55,41.975,2007,2009
7579,14953,2002-06-04 22:00:00,2002-06-04 22:00:00,1,59,59,59,59.0,2002,2002
7580,14954,2007-01-14 23:00:00,2011-12-29 23:00:00,146,44,51,55,43.19178082191781,2007,2011
7581,14955,2006-09-07 22:00:00,2006-09-24 22:00:00,41,42,36,42,32.8780487804878,2006,2006
7582,14957,2009-07-03 22:00:00,2017-08-29 22:00:00,112,66,63,66,57.598214285714285,2009,2017
7583,14958,2006-12-27 23:00:00,2006-12-30 23:00:00,5,57,53,57,53.8,2006,2006
7584,14959,2006-04-07 22:00:00,2017-05-12 22:00:00,162,42,44,59,42.27777777777778,2006,2017
7585,14960,2006-01-05 23:00:00,2011-08-11 22:00:00,385,49,40,55,34.701298701298704,2006,2011
7586,14962,2007-01-13 23:00:00,2007-01-20 23:00:00,9,49,44,50,46.0,2007,2007
7587,14963,2006-11-07 23:00:00,2006-11-07 23:00:00,1,36,36,36,36.0,2006,2006
7588,14964,2007-05-21 22:00:00,2007-09-13 22:00:00,2,29,42,42,35.5,2007,2007
7589,14966,2006-12-25 23:00:00,2012-06-30 22:00:00,31,21,51,51,38.29032258064516,2006,2012
7590,14970,2007-05-27 22:00:00,2013-05-23 22:00:00,127,40,30,44,32.63779527559055,2007,2013
7591,14971,2007-01-01 23:00:00,2007-01-10 23:00:00,15,51,53,55,48.266666666666666,2007,2007
7592,14973,2006-12-31 23:00:00,2007-01-06 23:00:00,25,21,44,44,38.44,2007,2007
7593,14975,2007-02-10 23:00:00,2011-07-30 22:00:00,23,42,44,49,42.56521739130435,2007,2011
7594,14977,2006-11-08 23:00:00,2009-04-20 22:00:00,54,38,42,42,33.7037037037037,2006,2009
7595,14981,2006-03-31 22:00:00,2007-03-07 23:00:00,84,49,57,62,47.654761904761905,2006,2007
7596,14982,2007-03-27 22:00:00,2007-04-14 22:00:00,7,36,43,44,41.142857142857146,2007,2007
7597,14984,2006-12-31 23:00:00,2007-02-09 23:00:00,5,36,40,40,36.2,2007,2007
7598,14986,2007-01-02 23:00:00,2007-01-02 23:00:00,1,13,13,13,13.0,2007,2007
7599,14989,2007-01-13 23:00:00,2009-08-22 22:00:00,37,42,40,55,42.5945945945946,2007,2009
7600,14992,2009-07-10 22:00:00,2009-07-03 22:00:00,4,21,21,40,25.75,2009,2009
7601,14993,2007-01-02 23:00:00,2007-01-02 23:00:00,1,62,62,62,62.0,2007,2007
7602,14994,2005-01-21 23:00:00,2008-07-30 22:00:00,92,31,33,46,36.858695652173914,2005,2008
7603,14995,2006-12-30 23:00:00,2006-12-30 23:00:00,1,64,64,64,64.0,2006,2006
7604,14996,2003-06-25 22:00:00,2003-06-25 22:00:00,1,33,33,33,33.0,2003,2003
7605,14998,2007-04-28 22:00:00,2008-10-18 22:00:00,40,40,49,49,40.275,2007,2008
7606,15000,2005-12-31 23:00:00,2010-05-11 22:00:00,7,40,40,46,43.42857142857143,2006,2010
7607,15001,2006-12-26 23:00:00,2007-08-17 22:00:00,8,40,53,53,46.0,2006,2007
7608,15004,2000-04-10 22:00:00,2007-04-08 22:00:00,166,62,62,68,55.66265060240964,2000,2007
7609,15005,2007-10-06 22:00:00,2007-10-06 22:00:00,1,46,46,46,46.0,2007,2007
7610,15014,2006-04-13 22:00:00,2017-08-25 22:00:00,840,46,51,57,42.75,2006,2017
7611,15015,2006-06-27 22:00:00,2006-07-12 22:00:00,6,44,44,44,44.0,2006,2006
7612,15017,2008-09-06 22:00:00,2008-09-06 22:00:00,1,53,53,53,53.0,2008,2008
7613,15020,2006-01-20 23:00:00,2012-02-24 23:00:00,48,48,53,55,50.5,2006,2012
7614,15022,2006-12-30 23:00:00,2011-08-23 22:00:00,266,42,42,51,39.46992481203007,2006,2011
7615,15025,2007-09-21 22:00:00,2007-09-21 22:00:00,2,28,32,32,30.0,2007,2007
7616,15026,2006-09-08 22:00:00,2006-12-01 23:00:00,2,31,36,36,33.5,2006,2006
7617,15027,2007-01-05 23:00:00,2012-05-19 22:00:00,104,55,49,57,46.19230769230769,2007,2012
7618,15029,2006-09-19 22:00:00,2009-12-11 23:00:00,100,57,55,64,52.86,2006,2009
7619,15030,2009-03-20 23:00:00,2017-05-23 22:00:00,435,51,51,64,52.41149425287356,2009,2017
7620,15031,2007-01-06 23:00:00,2005-12-30 23:00:00,13,43,37,50,41.38461538461539,2007,2005
7621,15036,2007-01-07 23:00:00,2007-01-07 23:00:00,1,62,62,62,62.0,2007,2007
7622,15037,2007-05-18 22:00:00,2009-02-21 23:00:00,61,31,31,38,30.081967213114755,2007,2009
7623,15038,2007-07-13 22:00:00,2007-08-15 22:00:00,40,40,49,51,41.575,2007,2007
7624,15040,2007-06-19 22:00:00,2007-06-27 22:00:00,3,46,49,49,44.333333333333336,2007,2007
7625,15044,2006-12-28 23:00:00,2011-06-26 22:00:00,43,29,36,49,37.48837209302326,2006,2011
7626,15047,2008-03-07 23:00:00,2012-02-07 23:00:00,69,55,62,64,51.82608695652174,2008,2012
7627,15048,2007-03-22 23:00:00,2009-10-17 22:00:00,56,66,64,66,57.17857142857143,2007,2009
7628,15052,2005-07-16 22:00:00,2005-08-24 22:00:00,27,36,38,50,39.592592592592595,2005,2005
7629,15054,2006-11-01 23:00:00,2007-01-11 23:00:00,15,62,59,68,62.0,2006,2007
7630,15056,2006-07-17 22:00:00,2007-05-25 22:00:00,43,59,62,64,58.46511627906977,2006,2007
7631,15058,2007-05-25 22:00:00,2011-06-04 22:00:00,15,36,35,45,34.86666666666667,2007,2011
7632,15061,2006-12-20 23:00:00,2017-09-04 22:00:00,457,46,51,62,47.818380743982495,2006,2017
7633,15065,2007-01-02 23:00:00,2015-10-26 23:00:00,399,36,55,62,49.095238095238095,2007,2015
7634,15066,2006-10-14 22:00:00,2011-09-28 22:00:00,118,55,57,70,58.04237288135593,2006,2011
7635,15069,2007-01-03 23:00:00,2012-06-12 22:00:00,154,49,51,62,52.064935064935064,2007,2012
7636,15070,2006-10-04 22:00:00,2016-10-19 22:00:00,218,53,49,55,49.78440366972477,2006,2016
7637,15072,2002-11-12 23:00:00,2002-11-14 23:00:00,5,36,36,42,37.6,2002,2002
7638,15075,2007-01-07 23:00:00,2015-07-18 22:00:00,54,49,49,62,50.18518518518518,2007,2015
7639,15077,2007-01-10 23:00:00,2007-08-14 22:00:00,3,54,53,54,53.333333333333336,2007,2007
7640,15078,2006-09-28 22:00:00,2006-09-28 22:00:00,2,40,42,42,41.0,2006,2006
7641,15079,2010-06-05 22:00:00,2010-06-05 22:00:00,1,46,46,46,46.0,2010,2010
7642,15082,2006-11-16 23:00:00,2017-09-06 22:00:00,437,36,51,59,41.56064073226545,2006,2017
7643,15083,2007-01-05 23:00:00,2007-01-13 23:00:00,8,46,42,46,39.5,2007,2007
7644,15085,2004-04-23 22:00:00,2015-04-01 22:00:00,409,21,44,57,38.59168704156479,2004,2015
7645,15086,2007-06-08 22:00:00,2007-07-20 22:00:00,8,51,56,58,47.0,2007,2007
7646,15090,2006-12-31 23:00:00,2007-01-14 23:00:00,12,46,64,68,56.166666666666664,2007,2007
7647,15091,2006-06-09 22:00:00,2007-07-29 22:00:00,3,36,44,46,42.0,2006,2007
7648,15093,2007-01-11 23:00:00,2007-01-11 23:00:00,2,48,44,48,46.0,2007,2007
7649,15096,2007-01-12 23:00:00,2008-11-30 23:00:00,67,62,66,66,58.35820895522388,2007,2008
7650,15100,2006-12-20 23:00:00,2017-09-06 22:00:00,560,51,56,59,43.92857142857143,2006,2017
7651,15104,2006-10-08 22:00:00,2015-08-26 22:00:00,314,53,64,66,57.318471337579616,2006,2015
7652,15110,2008-12-08 23:00:00,2017-08-14 22:00:00,428,49,40,53,39.27803738317757,2008,2017
7653,15111,2004-05-14 22:00:00,2013-08-16 22:00:00,198,42,40,53,40.53030303030303,2004,2013
7654,15112,2007-06-22 22:00:00,2011-11-04 23:00:00,78,64,65,67,56.15384615384615,2007,2011
7655,15114,2006-02-04 23:00:00,2010-01-28 23:00:00,143,44,55,62,49.57342657342657,2006,2010
7656,15117,2007-03-06 23:00:00,2006-08-22 22:00:00,16,49,49,50,45.875,2007,2006
7657,15118,2006-05-05 22:00:00,2006-08-02 22:00:00,56,62,61,72,63.392857142857146,2006,2006
7658,15120,2007-07-22 22:00:00,2014-09-26 22:00:00,25,59,51,66,60.24,2007,2014
7659,15121,2006-10-10 22:00:00,2017-05-15 22:00:00,262,58,64,70,57.50763358778626,2006,2017
7660,15124,2007-01-11 23:00:00,2007-01-11 23:00:00,2,36,36,36,36.0,2007,2007
7661,15126,2006-12-08 23:00:00,2006-12-09 23:00:00,3,64,62,64,62.333333333333336,2006,2006
7662,15127,2007-01-07 23:00:00,2010-10-26 22:00:00,78,49,53,57,49.84615384615385,2007,2010
7663,15128,2007-01-14 23:00:00,2016-10-18 22:00:00,316,62,46,64,54.08227848101266,2007,2016
7664,15129,2007-01-12 23:00:00,2007-01-13 23:00:00,2,49,51,51,50.0,2007,2007
7665,15132,2006-08-03 22:00:00,2006-08-03 22:00:00,1,40,40,40,40.0,2006,2006
7666,15133,2003-07-03 22:00:00,2009-06-22 22:00:00,47,59,51,64,56.53191489361702,2003,2009
7667,15136,2007-01-12 23:00:00,2007-01-12 23:00:00,1,13,13,13,13.0,2007,2007
7668,15140,2006-11-13 23:00:00,2016-12-07 23:00:00,176,51,40,57,41.05681818181818,2006,2016
7669,15142,2007-05-19 22:00:00,2008-01-07 23:00:00,9,51,49,53,50.333333333333336,2007,2008
7670,15146,2007-01-12 23:00:00,2009-10-26 23:00:00,157,21,57,61,44.47770700636943,2007,2009
7671,15148,2005-04-03 22:00:00,2009-09-26 22:00:00,18,62,59,64,60.55555555555556,2005,2009
7672,15151,2008-01-07 23:00:00,2015-12-02 23:00:00,433,51,57,62,46.454965357967666,2008,2015
7673,15152,2006-10-16 22:00:00,2010-04-23 22:00:00,54,35,53,53,37.851851851851855,2006,2010
7674,15153,2008-08-26 22:00:00,2017-05-26 22:00:00,205,58,53,63,53.46341463414634,2008,2017
7675,15154,2007-01-21 23:00:00,2010-08-16 22:00:00,46,53,57,59,51.82608695652174,2007,2010
7676,15155,2008-06-02 22:00:00,2009-05-13 22:00:00,2,46,44,46,45.0,2008,2009
7677,15156,2006-06-27 22:00:00,2006-10-21 22:00:00,4,36,46,46,38.25,2006,2006
7678,15157,2007-01-16 23:00:00,2007-01-16 23:00:00,17,53,53,64,54.11764705882353,2007,2007
7679,15158,2007-07-27 22:00:00,2007-08-27 22:00:00,15,50,38,50,40.0,2007,2007
7680,15159,2007-01-16 23:00:00,2008-09-26 22:00:00,173,40,38,62,44.3121387283237,2007,2008
7681,15169,2007-04-08 22:00:00,2008-01-28 23:00:00,3,51,51,51,49.0,2007,2008
7682,15170,2003-01-15 23:00:00,2011-08-08 22:00:00,95,53,62,64,54.48421052631579,2003,2011
7683,15171,2006-10-10 22:00:00,2017-08-26 22:00:00,815,53,59,70,53.78650306748466,2006,2017
7684,15175,2007-01-18 23:00:00,2007-01-18 23:00:00,1,45,45,45,45.0,2007,2007
7685,15178,2007-01-11 23:00:00,2007-01-11 23:00:00,3,55,51,55,53.666666666666664,2007,2007
7686,15179,2007-01-18 23:00:00,2015-07-05 22:00:00,981,55,51,66,54.683995922528034,2007,2015
7687,15182,2007-01-19 23:00:00,2014-11-25 23:00:00,796,40,62,70,57.24246231155779,2007,2014
7688,15185,2006-03-14 23:00:00,2007-05-04 22:00:00,18,64,66,66,61.44444444444444,2006,2007
7689,15186,2007-01-12 23:00:00,2008-07-12 22:00:00,37,42,33,46,38.027027027027025,2007,2008
7690,15187,2004-07-06 22:00:00,2006-11-10 23:00:00,2,44,59,59,51.5,2004,2006
7691,15192,2007-01-19 23:00:00,2017-07-15 22:00:00,195,55,64,70,55.89230769230769,2007,2017
7692,15193,2007-01-13 23:00:00,2014-03-08 23:00:00,45,66,67,71,61.17777777777778,2007,2014
7693,15194,2007-04-11 22:00:00,2009-04-10 22:00:00,32,38,38,46,38.15625,2007,2009
7694,15196,2006-08-22 22:00:00,2006-08-19 22:00:00,2,68,66,68,67.0,2006,2006
7695,15199,2007-01-21 23:00:00,2007-08-07 22:00:00,28,39,46,46,37.75,2007,2007
7696,15201,2007-01-13 23:00:00,2007-12-29 23:00:00,69,38,40,51,39.17391304347826,2007,2007
7697,15202,2007-01-19 23:00:00,2008-02-18 23:00:00,2,62,62,62,62.0,2007,2008
7698,15203,2010-02-25 23:00:00,2011-07-29 22:00:00,6,49,51,51,47.666666666666664,2010,2011
7699,15204,1999-05-14 22:00:00,2017-08-18 22:00:00,171,62,53,64,56.87134502923977,1999,2017
7700,15206,2007-08-03 22:00:00,2012-08-03 22:00:00,70,53,53,64,51.52857142857143,2007,2012
7701,15207,2007-01-21 23:00:00,2007-10-02 22:00:00,24,55,40,57,50.0,2007,2007
7702,15209,2006-05-05 22:00:00,2006-06-05 22:00:00,14,68,64,68,64.07142857142857,2006,2006
7703,15210,2007-01-21 23:00:00,2007-01-21 23:00:00,7,43,41,46,42.857142857142854,2007,2007
7704,15218,2006-05-30 22:00:00,2016-07-18 22:00:00,200,33,42,52,39.31,2006,2016
7705,15219,2007-01-22 23:00:00,2007-06-13 22:00:00,3,36,35,36,35.333333333333336,2007,2007
7706,15220,2006-04-10 22:00:00,2007-03-14 23:00:00,38,57,70,70,62.44736842105263,2006,2007
7707,15222,2005-07-08 22:00:00,2007-12-28 23:00:00,35,53,57,64,55.68571428571428,2005,2007
7708,15228,2007-01-23 23:00:00,2010-03-11 23:00:00,37,51,46,64,53.486486486486484,2007,2010
7709,15231,2006-12-16 23:00:00,2008-02-08 23:00:00,62,29,21,38,27.758064516129032,2006,2008
7710,15234,2007-06-21 22:00:00,2013-03-28 23:00:00,381,55,46,57,44.750656167979,2007,2013
7711,15236,2007-02-12 23:00:00,2011-07-18 22:00:00,48,44,42,55,44.979166666666664,2007,2011
7712,15237,2011-07-31 22:00:00,2011-11-21 23:00:00,4,72,62,72,67.0,2011,2011
7713,15239,2007-02-23 23:00:00,2016-02-18 23:00:00,254,59,51,66,54.62204724409449,2007,2016
7714,15243,2007-01-13 23:00:00,2015-06-19 22:00:00,388,62,57,70,57.53092783505155,2007,2015
7715,15245,2007-01-27 23:00:00,2007-01-27 23:00:00,1,29,29,29,29.0,2007,2007
7716,15246,2015-06-04 22:00:00,2017-09-07 22:00:00,85,55,53,63,52.423529411764704,2015,2017
7717,15249,2007-01-17 23:00:00,2017-01-04 23:00:00,299,57,53,70,57.99665551839465,2007,2017
7718,15252,2006-12-13 23:00:00,2006-05-04 22:00:00,18,59,51,59,55.44444444444444,2006,2006
7719,15257,2006-08-22 22:00:00,2009-03-21 23:00:00,13,44,38,49,39.69230769230769,2006,2009
7720,15259,2007-01-24 23:00:00,2006-12-30 23:00:00,4,46,40,46,44.5,2007,2006
7721,15263,2007-07-09 22:00:00,2011-04-01 22:00:00,26,40,38,49,39.15384615384615,2007,2011
7722,15264,2007-10-12 22:00:00,2016-03-25 23:00:00,103,29,46,57,42.03883495145631,2007,2016
7723,15265,2007-10-09 22:00:00,2012-04-20 22:00:00,121,57,57,66,53.082644628099175,2007,2012
7724,15266,2003-01-23 23:00:00,2007-01-27 23:00:00,4,72,70,72,71.0,2003,2007
7725,15269,2007-01-08 23:00:00,2016-05-04 22:00:00,1292,42,59,70,48.88854489164087,2007,2016
7726,15270,2007-04-17 22:00:00,2015-03-14 23:00:00,309,42,40,55,38.83818770226537,2007,2015
7727,15273,2007-01-26 23:00:00,2006-10-10 22:00:00,8,38,51,62,46.125,2007,2006
7728,15274,2007-01-12 23:00:00,2007-01-12 23:00:00,1,46,46,46,46.0,2007,2007
7729,15277,2006-12-31 23:00:00,2016-03-20 23:00:00,132,44,49,62,52.09848484848485,2007,2016
7730,15278,2007-01-04 23:00:00,2009-04-25 22:00:00,73,49,31,49,38.10958904109589,2007,2009
7731,15281,2006-08-27 22:00:00,2007-07-13 22:00:00,4,49,38,49,42.75,2006,2007
7732,15282,2007-01-28 23:00:00,2006-05-27 22:00:00,86,38,36,55,42.372093023255815,2007,2006
7733,15283,2008-08-29 22:00:00,2011-05-28 22:00:00,33,44,53,55,47.84848484848485,2008,2011
7734,15290,2006-07-07 22:00:00,2011-02-04 23:00:00,147,51,46,57,45.523809523809526,2006,2011
7735,15291,2007-03-29 22:00:00,2012-07-06 22:00:00,56,46,49,59,42.25,2007,2012
7736,15294,2003-10-10 22:00:00,2017-07-26 22:00:00,185,62,52,68,56.24864864864865,2003,2017
7737,15301,2007-01-31 23:00:00,2007-03-11 23:00:00,17,61,53,61,54.05882352941177,2007,2007
7738,15302,2007-01-30 23:00:00,2007-01-30 23:00:00,3,49,49,49,49.0,2007,2007
7739,15303,2006-12-24 23:00:00,2007-05-05 22:00:00,38,49,57,61,53.44736842105263,2006,2007
7740,15304,2006-12-27 23:00:00,2010-05-27 22:00:00,102,51,57,62,44.990196078431374,2006,2010
7741,15312,2007-09-07 22:00:00,2011-06-25 22:00:00,84,50,48,58,51.083333333333336,2007,2011
7742,15314,2007-01-27 23:00:00,2016-04-10 22:00:00,688,49,62,68,49.66279069767442,2007,2016
7743,15316,2006-10-15 22:00:00,2017-06-13 22:00:00,358,59,62,72,59.273743016759774,2006,2017
7744,15317,2007-01-27 23:00:00,2012-07-19 22:00:00,234,33,55,55,43.2008547008547,2007,2012
7745,15319,2007-01-30 23:00:00,2014-07-19 22:00:00,439,42,51,62,46.35535307517084,2007,2014
7746,15323,2007-08-02 22:00:00,2007-08-31 22:00:00,11,46,55,64,54.72727272727273,2007,2007
7747,15330,2007-11-02 23:00:00,2014-10-11 22:00:00,154,51,51,62,48.62337662337662,2007,2014
7748,15331,2009-08-02 22:00:00,2012-01-28 23:00:00,88,49,57,64,52.11363636363637,2009,2012
7749,15335,2007-02-02 23:00:00,2007-02-02 23:00:00,1,57,57,57,57.0,2007,2007
7750,15336,2006-06-01 22:00:00,2009-10-10 22:00:00,91,57,59,64,56.714285714285715,2006,2009
7751,15339,2007-01-19 23:00:00,2007-01-19 23:00:00,1,35,35,35,35.0,2007,2007
7752,15341,2007-01-19 23:00:00,2009-03-12 23:00:00,8,20,38,38,32.75,2007,2009
7753,15344,2005-04-16 22:00:00,2016-11-17 23:00:00,464,55,55,66,56.09698275862069,2005,2016
7754,15348,2006-12-01 23:00:00,2013-06-25 22:00:00,27,38,49,62,45.666666666666664,2006,2013
7755,15351,2006-07-09 22:00:00,2009-06-02 22:00:00,24,35,44,49,38.291666666666664,2006,2009
7756,15352,2006-11-26 23:00:00,2007-01-20 23:00:00,5,51,40,51,45.2,2006,2007
7757,15353,2007-02-03 23:00:00,2008-08-13 22:00:00,47,42,51,51,38.0,2007,2008
7758,15355,2006-08-04 22:00:00,2006-12-08 23:00:00,12,36,36,46,39.416666666666664,2006,2006
7759,15356,2006-12-03 23:00:00,2006-12-05 23:00:00,25,49,42,51,41.72,2006,2006
7760,15359,2005-12-23 23:00:00,2017-09-09 22:00:00,374,62,55,64,53.97860962566845,2005,2017
7761,15360,2007-01-02 23:00:00,2013-08-03 22:00:00,93,55,42,59,47.924731182795696,2007,2013
7762,15362,2007-07-30 22:00:00,2008-09-17 22:00:00,19,49,36,55,44.526315789473685,2007,2008
7763,15363,2006-12-31 23:00:00,2009-12-06 23:00:00,90,44,36,55,42.05555555555556,2007,2009
7764,15367,2006-04-27 22:00:00,2017-08-05 22:00:00,337,62,55,64,53.712166172106826,2006,2017
7765,15368,2006-06-14 22:00:00,2006-06-15 22:00:00,14,51,36,51,37.42857142857143,2006,2006
7766,15369,2008-12-06 23:00:00,2008-08-07 22:00:00,3,51,44,51,46.666666666666664,2008,2008
7767,15370,2007-02-10 23:00:00,2017-07-01 22:00:00,625,36,38,51,41.2288,2007,2017
7768,15376,2007-02-05 23:00:00,2014-01-23 23:00:00,235,53,46,55,46.41276595744681,2007,2014
7769,15378,2007-01-24 23:00:00,2011-01-21 23:00:00,101,64,57,70,59.97029702970297,2007,2011
7770,15379,2007-02-24 23:00:00,2007-02-24 23:00:00,10,36,40,40,36.7,2007,2007
7771,15381,2009-09-14 22:00:00,2011-02-12 23:00:00,7,51,40,51,46.42857142857143,2009,2011
7772,15388,2007-02-07 23:00:00,2008-01-29 23:00:00,51,55,53,59,49.549019607843135,2007,2008
7773,15389,2007-02-08 23:00:00,2007-06-07 22:00:00,57,55,59,62,47.719298245614034,2007,2007
7774,15391,2007-02-18 23:00:00,2007-02-25 23:00:00,13,57,53,57,51.30769230769231,2007,2007
7775,15395,2006-04-13 22:00:00,2008-08-14 22:00:00,7,44,44,44,42.714285714285715,2006,2008
7776,15403,2006-12-31 23:00:00,2010-05-07 22:00:00,12,31,49,55,38.833333333333336,2007,2010
7777,15404,2008-04-17 22:00:00,2017-05-16 22:00:00,113,49,51,55,48.9646017699115,2008,2017
7778,15405,2007-02-25 23:00:00,2010-06-02 22:00:00,42,49,57,57,45.54761904761905,2007,2010
7779,15406,2007-04-21 22:00:00,2007-07-07 22:00:00,13,33,31,38,32.15384615384615,2007,2007
7780,15407,2007-02-08 23:00:00,2007-02-08 23:00:00,2,55,55,55,55.0,2007,2007
7781,15409,2006-01-16 23:00:00,2006-01-16 23:00:00,1,46,46,46,46.0,2006,2006
7782,15410,2006-07-18 22:00:00,2006-07-13 22:00:00,11,53,46,53,48.81818181818182,2006,2006
7783,15413,2008-06-06 22:00:00,2014-07-29 22:00:00,133,54,55,62,52.94736842105263,2008,2014
7784,15414,2005-05-10 22:00:00,2007-01-02 23:00:00,27,39,32,53,36.03703703703704,2005,2007
7785,15415,2007-02-18 23:00:00,2007-02-21 23:00:00,4,37,37,39,36.25,2007,2007
7786,15416,2006-09-20 22:00:00,2017-06-14 22:00:00,90,49,51,59,49.977777777777774,2006,2017
7787,15422,2007-01-20 23:00:00,2017-07-29 22:00:00,224,46,42,59,41.25,2007,2017
7788,15426,2006-10-31 23:00:00,2009-06-12 22:00:00,20,31,36,53,40.65,2006,2009
7789,15427,2007-02-10 23:00:00,2007-03-09 23:00:00,37,44,42,44,40.7027027027027,2007,2007
